127.0.0.1 - - [31/Jan/2021:16:10:32 +0100] "GET / HTTP/1.1" 200 593
127.0.0.1 - - [31/Jan/2021:16:14:59 +0100] "GET /public/vnos/index/35 HTTP/1.1" 200 4318
127.0.0.1 - - [31/Jan/2021:16:15:00 +0100] "GET /index.php?debugbar HTTP/1.1" 404 196
127.0.0.1 - - [31/Jan/2021:16:15:00 +0100] "GET /public/vnos/index/assets/CSS/bootstrap/bootstrap.js HTTP/1.1" 500 5273
127.0.0.1 - - [31/Jan/2021:16:15:02 +0100] "POST /public/vnos/vnosZapiska HTTP/1.1" 303 261
127.0.0.1 - - [31/Jan/2021:16:15:03 +0100] "GET /public/vnos HTTP/1.1" 200 4277
127.0.0.1 - - [31/Jan/2021:16:15:04 +0100] "GET /index.php?debugbar HTTP/1.1" 404 196
127.0.0.1 - - [31/Jan/2021:16:15:04 +0100] "GET /public/assets/CSS/bootstrap/bootstrap.js HTTP/1.1" 404 1421
127.0.0.1 - - [31/Jan/2021:16:15:07 +0100] "GET /public/izpisZapiskov HTTP/1.1" 200 7401
127.0.0.1 - - [31/Jan/2021:16:15:07 +0100] "GET /index.php?debugbar HTTP/1.1" 404 196
127.0.0.1 - - [31/Jan/2021:16:15:07 +0100] "GET /public/assets/CSS/bootstrap/bootstrap.js HTTP/1.1" 404 1421
127.0.0.1 - - [31/Jan/2021:16:15:26 +0100] "GET /phpmyadmin HTTP/1.1" 301 236
127.0.0.1 - - [31/Jan/2021:16:15:37 +0100] "GET /public/vnos HTTP/1.1" 200 4277
127.0.0.1 - - [31/Jan/2021:16:15:37 +0100] "GET /index.php?debugbar HTTP/1.1" 404 196
127.0.0.1 - - [31/Jan/2021:16:15:37 +0100] "GET /public/assets/CSS/bootstrap/bootstrap.js HTTP/1.1" 404 1421
127.0.0.1 - - [31/Jan/2021:16:15:39 +0100] "GET /public/izpisZapiskov HTTP/1.1" 200 7401
127.0.0.1 - - [31/Jan/2021:16:15:42 +0100] "GET /index.php?debugbar HTTP/1.1" 404 196
127.0.0.1 - - [31/Jan/2021:16:15:42 +0100] "GET /public/assets/CSS/bootstrap/bootstrap.js HTTP/1.1" 404 1421
127.0.0.1 - - [31/Jan/2021:16:15:26 +0100] "GET /phpmyadmin/ HTTP/1.1" 200 198
127.0.0.1 - - [31/Jan/2021:16:16:22 +0100] "GET /phpmyadmin/ HTTP/1.1" 200 3556
127.0.0.1 - - [31/Jan/2021:16:16:38 +0100] "GET /phpmyadmin/ HTTP/1.1" 200 3556
127.0.0.1 - - [31/Jan/2021:16:16:38 +0100] "GET /phpmyadmin/themes/pmahomme/css/printview.css?v=5.0.1 HTTP/1.1" 200 1456
127.0.0.1 - - [31/Jan/2021:16:16:38 +0100] "GET /phpmyadmin/js/vendor/codemirror/lib/codemirror.css?v=5.0.1 HTTP/1.1" 200 9054
127.0.0.1 - - [31/Jan/2021:16:16:38 +0100] "GET /phpmyadmin/themes/pmahomme/jquery/jquery-ui.css HTTP/1.1" 200 37878
127.0.0.1 - - [31/Jan/2021:16:16:38 +0100] "GET /phpmyadmin/themes/pmahomme/css/theme.css?v=5.0.1&nocache=516427713ltr&server=1 HTTP/1.1" 200 100398
127.0.0.1 - - [31/Jan/2021:16:16:38 +0100] "GET /phpmyadmin/js/vendor/codemirror/addon/lint/lint.css?v=5.0.1 HTTP/1.1" 200 3072
127.0.0.1 - - [31/Jan/2021:16:16:38 +0100] "GET /phpmyadmin/js/vendor/codemirror/addon/hint/show-hint.css?v=5.0.1 HTTP/1.1" 200 659
127.0.0.1 - - [31/Jan/2021:16:16:38 +0100] "GET /phpmyadmin/js/vendor/sprintf.js?v=5.0.1 HTTP/1.1" 200 7598
127.0.0.1 - - [31/Jan/2021:16:16:38 +0100] "GET /phpmyadmin/js/vendor/jquery/jquery-migrate.js?v=5.0.1 HTTP/1.1" 200 19751
127.0.0.1 - - [31/Jan/2021:16:16:38 +0100] "GET /phpmyadmin/js/whitelist.php?v=5.0.1&lang=en HTTP/1.1" 200 478
127.0.0.1 - - [31/Jan/2021:16:16:38 +0100] "GET /phpmyadmin/js/keyhandler.js?v=5.0.1 HTTP/1.1" 200 3477
127.0.0.1 - - [31/Jan/2021:16:16:38 +0100] "GET /phpmyadmin/js/vendor/jquery/jquery.min.js?v=5.0.1 HTTP/1.1" 200 88147
127.0.0.1 - - [31/Jan/2021:16:16:38 +0100] "GET /phpmyadmin/js/vendor/js.cookie.js?v=5.0.1 HTTP/1.1" 200 4046
127.0.0.1 - - [31/Jan/2021:16:16:38 +0100] "GET /phpmyadmin/js/vendor/jquery/jquery.mousewheel.js?v=5.0.1 HTTP/1.1" 200 8488
127.0.0.1 - - [31/Jan/2021:16:16:38 +0100] "GET /phpmyadmin/js/vendor/bootstrap/bootstrap.bundle.min.js?v=5.0.1 HTTP/1.1" 200 78641
127.0.0.1 - - [31/Jan/2021:16:16:38 +0100] "GET /phpmyadmin/js/vendor/jquery/jquery-ui.min.js?v=5.0.1 HTTP/1.1" 200 253694
127.0.0.1 - - [31/Jan/2021:16:16:38 +0100] "GET /phpmyadmin/js/ajax.js?v=5.0.1 HTTP/1.1" 200 37610
127.0.0.1 - - [31/Jan/2021:16:16:45 +0100] "GET /phpmyadmin/ HTTP/1.1" 200 3530
127.0.0.1 - - [31/Jan/2021:16:16:46 +0100] "GET /phpmyadmin/js/vendor/jquery/jquery.min.js?v=5.0.1 HTTP/1.1" 200 88147
127.0.0.1 - - [31/Jan/2021:16:16:46 +0100] "GET /phpmyadmin/js/vendor/js.cookie.js?v=5.0.1 HTTP/1.1" 200 4046
127.0.0.1 - - [31/Jan/2021:16:16:46 +0100] "GET /phpmyadmin/js/vendor/jquery/jquery-ui.min.js?v=5.0.1 HTTP/1.1" 200 253694
127.0.0.1 - - [31/Jan/2021:16:16:46 +0100] "GET /phpmyadmin/js/vendor/jquery/jquery.mousewheel.js?v=5.0.1 HTTP/1.1" 200 8488
127.0.0.1 - - [31/Jan/2021:16:16:46 +0100] "GET /phpmyadmin/js/ajax.js?v=5.0.1 HTTP/1.1" 200 37610
127.0.0.1 - - [31/Jan/2021:16:16:46 +0100] "GET /phpmyadmin/js/vendor/bootstrap/bootstrap.bundle.min.js?v=5.0.1 HTTP/1.1" 200 78641
127.0.0.1 - - [31/Jan/2021:16:16:46 +0100] "GET /phpmyadmin/js/whitelist.php?v=5.0.1 HTTP/1.1" 200 478
127.0.0.1 - - [31/Jan/2021:16:16:46 +0100] "GET /phpmyadmin/js/menu_resizer.js?v=5.0.1 HTTP/1.1" 200 8497
127.0.0.1 - - [31/Jan/2021:16:16:46 +0100] "GET /phpmyadmin/js/vendor/jquery/jquery.debounce-1.0.5.js?v=5.0.1 HTTP/1.1" 200 1239
127.0.0.1 - - [31/Jan/2021:16:16:46 +0100] "GET /phpmyadmin/js/vendor/jquery/jquery.ba-hashchange-1.3.js?v=5.0.1 HTTP/1.1" 200 16912
127.0.0.1 - - [31/Jan/2021:16:16:46 +0100] "GET /phpmyadmin/js/vendor/jquery/jquery.event.drag-2.2.js?v=5.0.1 HTTP/1.1" 200 13227
127.0.0.1 - - [31/Jan/2021:16:16:46 +0100] "GET /phpmyadmin/js/vendor/jquery/jquery-ui-timepicker-addon.js?v=5.0.1 HTTP/1.1" 200 80766
127.0.0.1 - - [31/Jan/2021:16:16:46 +0100] "GET /phpmyadmin/js/vendor/jquery/jquery.validate.js?v=5.0.1 HTTP/1.1" 200 52319
127.0.0.1 - - [31/Jan/2021:16:16:47 +0100] "GET /phpmyadmin/js/cross_framing_protection.js?v=5.0.1 HTTP/1.1" 200 479
127.0.0.1 - - [31/Jan/2021:16:16:47 +0100] "GET /phpmyadmin/js/error_report.js?v=5.0.1 HTTP/1.1" 200 11185
127.0.0.1 - - [31/Jan/2021:16:16:47 +0100] "GET /phpmyadmin/js/doclinks.js?v=5.0.1 HTTP/1.1" 200 19337
127.0.0.1 - - [31/Jan/2021:16:16:47 +0100] "GET /phpmyadmin/js/rte.js?v=5.0.1 HTTP/1.1" 200 48894
127.0.0.1 - - [31/Jan/2021:16:16:47 +0100] "GET /phpmyadmin/js/messages.php?l=en&v=5.0.1 HTTP/1.1" 200 8856
127.0.0.1 - - [31/Jan/2021:16:16:47 +0100] "GET /phpmyadmin/js/config.js?v=5.0.1 HTTP/1.1" 200 28287
127.0.0.1 - - [31/Jan/2021:16:16:47 +0100] "GET /phpmyadmin/js/vendor/tracekit.js?v=5.0.1 HTTP/1.1" 200 46666
127.0.0.1 - - [31/Jan/2021:16:16:47 +0100] "GET /phpmyadmin/js/navigation.js?v=5.0.1 HTTP/1.1" 200 64462
127.0.0.1 - - [31/Jan/2021:16:16:47 +0100] "GET /phpmyadmin/js/indexes.js?v=5.0.1 HTTP/1.1" 200 30180
127.0.0.1 - - [31/Jan/2021:16:16:47 +0100] "GET /phpmyadmin/js/page_settings.js?v=5.0.1 HTTP/1.1" 200 1805
127.0.0.1 - - [31/Jan/2021:16:16:47 +0100] "GET /phpmyadmin/js/shortcuts_handler.js?v=5.0.1 HTTP/1.1" 200 3486
127.0.0.1 - - [31/Jan/2021:16:16:47 +0100] "GET /phpmyadmin/js/drag_drop_import.js?v=5.0.1 HTTP/1.1" 200 14920
127.0.0.1 - - [31/Jan/2021:16:16:47 +0100] "GET /phpmyadmin/js/common.js?v=5.0.1 HTTP/1.1" 200 4822
127.0.0.1 - - [31/Jan/2021:16:16:47 +0100] "GET /phpmyadmin/js/functions.js?v=5.0.1 HTTP/1.1" 200 182847
127.0.0.1 - - [31/Jan/2021:16:16:47 +0100] "GET /phpmyadmin/js/vendor/codemirror/addon/hint/sql-hint.js?v=5.0.1 HTTP/1.1" 200 9903
127.0.0.1 - - [31/Jan/2021:16:16:47 +0100] "GET /phpmyadmin/js/vendor/codemirror/addon/runmode/runmode.js?v=5.0.1 HTTP/1.1" 200 2572
127.0.0.1 - - [31/Jan/2021:16:16:47 +0100] "GET /phpmyadmin/js/vendor/codemirror/mode/sql/sql.js?v=5.0.1 HTTP/1.1" 200 47945
127.0.0.1 - - [31/Jan/2021:16:16:47 +0100] "GET /phpmyadmin/js/vendor/codemirror/addon/lint/lint.js?v=5.0.1 HTTP/1.1" 200 8862
127.0.0.1 - - [31/Jan/2021:16:16:47 +0100] "GET /phpmyadmin/js/vendor/codemirror/lib/codemirror.js?v=5.0.1 HTTP/1.1" 200 405425
127.0.0.1 - - [31/Jan/2021:16:16:47 +0100] "GET /phpmyadmin/js/vendor/codemirror/addon/hint/show-hint.js?v=5.0.1 HTTP/1.1" 200 17838
127.0.0.1 - - [31/Jan/2021:16:16:47 +0100] "GET /phpmyadmin/js/codemirror/addon/lint/sql-lint.js?v=5.0.1 HTTP/1.1" 200 1196
127.0.0.1 - - [31/Jan/2021:16:16:47 +0100] "GET /phpmyadmin/js/console.js?v=5.0.1 HTTP/1.1" 200 58533
127.0.0.1 - - [31/Jan/2021:16:16:47 +0100] "GET /phpmyadmin/themes/dot.gif HTTP/1.1" 200 43
127.0.0.1 - - [31/Jan/2021:16:16:47 +0100] "GET /phpmyadmin/themes/pmahomme/img/b_help.png HTTP/1.1" 200 705
127.0.0.1 - - [31/Jan/2021:16:16:47 +0100] "GET /phpmyadmin/themes/pmahomme/img/logo_right.png HTTP/1.1" 200 4306
127.0.0.1 - - [31/Jan/2021:16:16:47 +0100] "GET /phpmyadmin/favicon.ico HTTP/1.1" 200 22486
127.0.0.1 - - [31/Jan/2021:16:16:51 +0100] "POST /phpmyadmin/index.php HTTP/1.1" 302 20
127.0.0.1 - - [31/Jan/2021:16:16:52 +0100] "GET /phpmyadmin/index.php HTTP/1.1" 200 13348
127.0.0.1 - - [31/Jan/2021:16:17:05 +0100] "GET /phpmyadmin/themes/pmahomme/css/theme.css?v=5.0.1&nocache=2128533926ltr&server=1 HTTP/1.1" 200 100398
127.0.0.1 - - [31/Jan/2021:16:17:05 +0100] "GET /phpmyadmin/themes/pmahomme/img/logo_left.png HTTP/1.1" 200 2713
127.0.0.1 - - [31/Jan/2021:16:17:05 +0100] "GET /phpmyadmin/themes/pmahomme/img/left_nav_bg.png HTTP/1.1" 200 146
127.0.0.1 - - [31/Jan/2021:16:17:05 +0100] "GET /phpmyadmin/themes/pmahomme/img/b_home.png HTTP/1.1" 200 734
127.0.0.1 - - [31/Jan/2021:16:17:05 +0100] "GET /phpmyadmin/themes/pmahomme/img/b_sqlhelp.png HTTP/1.1" 200 512
127.0.0.1 - - [31/Jan/2021:16:17:05 +0100] "GET /phpmyadmin/themes/pmahomme/img/s_cog.png HTTP/1.1" 200 442
127.0.0.1 - - [31/Jan/2021:16:17:05 +0100] "GET /phpmyadmin/themes/pmahomme/img/b_docs.png HTTP/1.1" 200 705
127.0.0.1 - - [31/Jan/2021:16:17:05 +0100] "GET /phpmyadmin/themes/pmahomme/img/s_reload.png HTTP/1.1" 200 527
127.0.0.1 - - [31/Jan/2021:16:17:05 +0100] "GET /phpmyadmin/themes/pmahomme/img/s_loggoff.png HTTP/1.1" 200 626
127.0.0.1 - - [31/Jan/2021:16:17:05 +0100] "GET /phpmyadmin/themes/pmahomme/img/s_link.png HTTP/1.1" 200 280
127.0.0.1 - - [31/Jan/2021:16:17:05 +0100] "GET /phpmyadmin/themes/pmahomme/img/s_db.png HTTP/1.1" 200 328
127.0.0.1 - - [31/Jan/2021:16:17:05 +0100] "GET /phpmyadmin/themes/pmahomme/img/b_plus.png HTTP/1.1" 200 143
127.0.0.1 - - [31/Jan/2021:16:17:05 +0100] "GET /phpmyadmin/themes/pmahomme/img/b_newdb.png HTTP/1.1" 200 585
127.0.0.1 - - [31/Jan/2021:16:17:05 +0100] "GET /phpmyadmin/themes/pmahomme/img/s_host.png HTTP/1.1" 200 591
127.0.0.1 - - [31/Jan/2021:16:17:05 +0100] "GET /phpmyadmin/themes/pmahomme/img/s_status.png HTTP/1.1" 200 600
127.0.0.1 - - [31/Jan/2021:16:17:05 +0100] "GET /phpmyadmin/themes/pmahomme/img/b_sql.png HTTP/1.1" 200 680
127.0.0.1 - - [31/Jan/2021:16:17:05 +0100] "GET /phpmyadmin/themes/pmahomme/img/s_rights.png HTTP/1.1" 200 461
127.0.0.1 - - [31/Jan/2021:16:17:06 +0100] "GET /phpmyadmin/themes/pmahomme/img/b_import.png HTTP/1.1" 200 556
127.0.0.1 - - [31/Jan/2021:16:17:05 +0100] "GET /phpmyadmin/themes/pmahomme/img/b_export.png HTTP/1.1" 200 514
127.0.0.1 - - [31/Jan/2021:16:17:06 +0100] "GET /phpmyadmin/themes/pmahomme/img/b_tblops.png HTTP/1.1" 200 537
127.0.0.1 - - [31/Jan/2021:16:17:06 +0100] "GET /phpmyadmin/themes/pmahomme/img/s_replication.png HTTP/1.1" 200 399
127.0.0.1 - - [31/Jan/2021:16:17:06 +0100] "GET /phpmyadmin/themes/pmahomme/img/b_engine.png HTTP/1.1" 200 398
127.0.0.1 - - [31/Jan/2021:16:17:06 +0100] "GET /phpmyadmin/themes/pmahomme/img/b_plugin.png HTTP/1.1" 200 512
127.0.0.1 - - [31/Jan/2021:16:17:06 +0100] "GET /phpmyadmin/themes/pmahomme/img/s_vars.png HTTP/1.1" 200 523
127.0.0.1 - - [31/Jan/2021:16:17:06 +0100] "GET /phpmyadmin/themes/pmahomme/img/s_asci.png HTTP/1.1" 200 148
127.0.0.1 - - [31/Jan/2021:16:17:06 +0100] "GET /phpmyadmin/themes/pmahomme/img/s_lang.png HTTP/1.1" 200 659
127.0.0.1 - - [31/Jan/2021:16:17:06 +0100] "GET /phpmyadmin/themes/pmahomme/img/s_top.png HTTP/1.1" 200 220
127.0.0.1 - - [31/Jan/2021:16:17:06 +0100] "GET /phpmyadmin/themes/pmahomme/img/console.png HTTP/1.1" 200 292
127.0.0.1 - - [31/Jan/2021:16:17:06 +0100] "GET /phpmyadmin/themes/pmahomme/img/s_passwd.png HTTP/1.1" 200 331
127.0.0.1 - - [31/Jan/2021:16:17:06 +0100] "GET /phpmyadmin/themes/pmahomme/img/window-new.png HTTP/1.1" 200 468
127.0.0.1 - - [31/Jan/2021:16:17:06 +0100] "GET /phpmyadmin/themes/pmahomme/img/s_notice.png HTTP/1.1" 200 567
127.0.0.1 - - [31/Jan/2021:16:17:06 +0100] "GET /phpmyadmin/themes/pmahomme/img/s_theme.png HTTP/1.1" 200 772
127.0.0.1 - - [31/Jan/2021:16:17:07 +0100] "POST /phpmyadmin/ajax.php HTTP/1.1" 200 1415
127.0.0.1 - - [31/Jan/2021:16:17:11 +0100] "GET /phpmyadmin/themes/pmahomme/img/b_more.png HTTP/1.1" 200 111
127.0.0.1 - - [31/Jan/2021:16:17:11 +0100] "POST /phpmyadmin/ajax.php HTTP/1.1" 200 1509
127.0.0.1 - - [31/Jan/2021:16:17:11 +0100] "POST /phpmyadmin/navigation.php?ajax_request=1 HTTP/1.1" 200 2079
127.0.0.1 - - [31/Jan/2021:16:17:11 +0100] "POST /phpmyadmin/ajax.php HTTP/1.1" 200 1407
127.0.0.1 - - [31/Jan/2021:16:17:11 +0100] "POST /phpmyadmin/version_check.php HTTP/1.1" 200 28
127.0.0.1 - - [31/Jan/2021:16:17:17 +0100] "GET /phpmyadmin/themes/pmahomme/img/ajax_clock_small.gif HTTP/1.1" 200 1810
127.0.0.1 - - [31/Jan/2021:16:17:17 +0100] "GET /phpmyadmin/navigation.php?ajax_request=1&aPath=cm9vdA%3D%3D.dWNpdGVsamRuZXZuaWs%3D&vPath=cm9vdA%3D%3D.dWNpdGVsamRuZXZuaWs%3D&pos=0&pos2_name=&pos2_value=&searchClause=&searchClause2=&_nocache=1612106237926331524&token=492f72393a523b6e63727173657b2e6d HTTP/1.1" 200 2077
127.0.0.1 - - [31/Jan/2021:16:17:23 +0100] "GET /phpmyadmin/themes/pmahomme/img/b_table_add.png HTTP/1.1" 200 571
127.0.0.1 - - [31/Jan/2021:16:17:23 +0100] "GET /phpmyadmin/themes/pmahomme/img/b_props.png HTTP/1.1" 200 573
127.0.0.1 - - [31/Jan/2021:16:17:23 +0100] "GET /phpmyadmin/themes/pmahomme/img/b_minus.png HTTP/1.1" 200 123
127.0.0.1 - - [31/Jan/2021:16:17:21 +0100] "GET /phpmyadmin/db_structure.php?server=1&db=uciteljdnevnik&ajax_request=true&ajax_page_request=true&_nocache=161210624191044163&token=492f72393a523b6e63727173657b2e6d HTTP/1.1" 200 6316
127.0.0.1 - - [31/Jan/2021:16:17:27 +0100] "GET /phpmyadmin/themes/pmahomme/img/b_search.png HTTP/1.1" 200 538
127.0.0.1 - - [31/Jan/2021:16:17:27 +0100] "GET /phpmyadmin/themes/pmahomme/img/b_routines.png HTTP/1.1" 200 306
127.0.0.1 - - [31/Jan/2021:16:17:27 +0100] "GET /phpmyadmin/themes/pmahomme/img/b_events.png HTTP/1.1" 200 703
127.0.0.1 - - [31/Jan/2021:16:17:27 +0100] "GET /phpmyadmin/themes/pmahomme/img/b_triggers.png HTTP/1.1" 200 446
127.0.0.1 - - [31/Jan/2021:16:17:27 +0100] "GET /phpmyadmin/themes/pmahomme/img/b_relations.png HTTP/1.1" 200 140
127.0.0.1 - - [31/Jan/2021:16:17:27 +0100] "GET /phpmyadmin/themes/pmahomme/img/arrow_ltr.png HTTP/1.1" 200 101
127.0.0.1 - - [31/Jan/2021:16:17:27 +0100] "GET /phpmyadmin/themes/pmahomme/img/s_asc.png HTTP/1.1" 200 146
127.0.0.1 - - [31/Jan/2021:16:17:27 +0100] "GET /phpmyadmin/themes/pmahomme/img/b_no_favorite.png HTTP/1.1" 200 377
127.0.0.1 - - [31/Jan/2021:16:17:27 +0100] "GET /phpmyadmin/themes/pmahomme/img/b_insrow.png HTTP/1.1" 200 157
127.0.0.1 - - [31/Jan/2021:16:17:27 +0100] "GET /phpmyadmin/themes/pmahomme/img/b_select.png HTTP/1.1" 200 593
127.0.0.1 - - [31/Jan/2021:16:17:27 +0100] "GET /phpmyadmin/themes/pmahomme/img/b_browse.png HTTP/1.1" 200 486
127.0.0.1 - - [31/Jan/2021:16:17:27 +0100] "GET /phpmyadmin/themes/pmahomme/img/b_empty.png HTTP/1.1" 200 521
127.0.0.1 - - [31/Jan/2021:16:17:27 +0100] "GET /phpmyadmin/themes/pmahomme/img/bd_empty.png HTTP/1.1" 200 327
127.0.0.1 - - [31/Jan/2021:16:17:27 +0100] "GET /phpmyadmin/themes/pmahomme/img/bd_select.png HTTP/1.1" 200 325
127.0.0.1 - - [31/Jan/2021:16:17:27 +0100] "GET /phpmyadmin/themes/pmahomme/img/b_drop.png HTTP/1.1" 200 637
127.0.0.1 - - [31/Jan/2021:16:17:27 +0100] "GET /phpmyadmin/themes/pmahomme/img/b_print.png HTTP/1.1" 200 639
127.0.0.1 - - [31/Jan/2021:16:17:27 +0100] "GET /phpmyadmin/themes/pmahomme/img/bd_browse.png HTTP/1.1" 200 271
127.0.0.1 - - [31/Jan/2021:16:17:27 +0100] "GET /phpmyadmin/themes/pmahomme/img/b_tblanalyse.png HTTP/1.1" 200 152
127.0.0.1 - - [31/Jan/2021:16:17:28 +0100] "GET /phpmyadmin/js/table/change.js?v=5.0.1 HTTP/1.1" 200 29303
127.0.0.1 - - [31/Jan/2021:16:17:28 +0100] "GET /phpmyadmin/js/database/structure.js?v=5.0.1 HTTP/1.1" 200 16372
127.0.0.1 - - [31/Jan/2021:16:17:48 +0100] "GET /phpmyadmin/sql.php?db=uciteljdnevnik&table=zapisek&pos=0&ajax_request=true&ajax_page_request=true&_nocache=1612106268227993819&token=492f72393a523b6e63727173657b2e6d HTTP/1.1" 200 11095
127.0.0.1 - - [31/Jan/2021:16:17:53 +0100] "GET /phpmyadmin/themes/pmahomme/img/s_tbl.png HTTP/1.1" 200 645
127.0.0.1 - - [31/Jan/2021:16:17:53 +0100] "GET /phpmyadmin/themes/pmahomme/img/b_tblexport.png HTTP/1.1" 200 514
127.0.0.1 - - [31/Jan/2021:16:17:53 +0100] "GET /phpmyadmin/themes/pmahomme/img/b_tblimport.png HTTP/1.1" 200 556
127.0.0.1 - - [31/Jan/2021:16:17:53 +0100] "GET /phpmyadmin/themes/pmahomme/img/s_fulltext.png HTTP/1.1" 200 176
127.0.0.1 - - [31/Jan/2021:16:17:53 +0100] "GET /phpmyadmin/themes/pmahomme/img/s_success.png HTTP/1.1" 200 465
127.0.0.1 - - [31/Jan/2021:16:17:53 +0100] "GET /phpmyadmin/themes/pmahomme/img/b_edit.png HTTP/1.1" 200 377
127.0.0.1 - - [31/Jan/2021:16:17:53 +0100] "GET /phpmyadmin/themes/pmahomme/img/b_chart.png HTTP/1.1" 200 449
